report_month,plant_name,item_name,month_actual
April 2025-26,BSP,Oven Pushing(nos/d),709.0
May 2025-26,BSP,Oven Pushing(nos/d),747.0
June 2025-26,BSP,Oven Pushing(nos/d),763.0
July 2025-26,BSP,Oven Pushing(nos/d),702.0
August 2025-26,BSP,Oven Pushing(nos/d),731.0
September 2025-26,BSP,Oven Pushing(nos/d),742.0
October 2025-26,BSP,Oven Pushing(nos/d),753.0
November 2025-26,BSP,Oven Pushing(nos/d),762.0
December 2025-26,BSP,Oven Pushing(nos/d),773.0
January 2025-26,BSP,Oven Pushing(nos/d),775.0
February 2025-26,BSP,Oven Pushing(nos/d),798.0
March 2025-26,BSP,Oven Pushing(nos/d),804.0
April 2024-25,BSP,Oven Pushing(nos/d),829.0
May 2024-25,BSP,Oven Pushing(nos/d),812.0
June 2024-25,BSP,Oven Pushing(nos/d),723.0
July 2024-25,BSP,Oven Pushing(nos/d),705.0
August 2024-25,BSP,Oven Pushing(nos/d),748.0
September 2024-25,BSP,Oven Pushing(nos/d),715.0
October 2024-25,BSP,Oven Pushing(nos/d),708.0
November 2024-25,BSP,Oven Pushing(nos/d),750.0
December 2024-25,BSP,Oven Pushing(nos/d),814.0
January 2024-25,BSP,Oven Pushing(nos/d),747.0
February 2024-25,BSP,Oven Pushing(nos/d),718.0
March 2024-25,BSP,Oven Pushing(nos/d),752.0
April 2023-24,BSP,Oven Pushing(nos/d),801.0
May 2023-24,BSP,Oven Pushing(nos/d),806.0
June 2023-24,BSP,Oven Pushing(nos/d),794.0
July 2023-24,BSP,Oven Pushing(nos/d),793.0
August 2023-24,BSP,Oven Pushing(nos/d),813.0
September 2023-24,BSP,Oven Pushing(nos/d),803.0
October 2023-24,BSP,Oven Pushing(nos/d),807.0
November 2023-24,BSP,Oven Pushing(nos/d),632.0
December 2023-24,BSP,Oven Pushing(nos/d),717.0
January 2023-24,BSP,Oven Pushing(nos/d),810.0
February 2023-24,BSP,Oven Pushing(nos/d),813.0
March 2023-24,BSP,Oven Pushing(nos/d),816.0
April 2022-23,BSP,Oven Pushing(nos/d),737.0
May 2022-23,BSP,Oven Pushing(nos/d),682.0
June 2022-23,BSP,Oven Pushing(nos/d),645.0
July 2022-23,BSP,Oven Pushing(nos/d),614.0
August 2022-23,BSP,Oven Pushing(nos/d),619.0
September 2022-23,BSP,Oven Pushing(nos/d),630.0
October 2022-23,BSP,Oven Pushing(nos/d),690.0
November 2022-23,BSP,Oven Pushing(nos/d),776.0
December 2022-23,BSP,Oven Pushing(nos/d),700.0
January 2022-23,BSP,Oven Pushing(nos/d),806.0
February 2022-23,BSP,Oven Pushing(nos/d),814.0
March 2022-23,BSP,Oven Pushing(nos/d),806.0
April 2021-22,BSP,Oven Pushing(nos/d),708.0
May 2021-22,BSP,Oven Pushing(nos/d),654.0
June 2021-22,BSP,Oven Pushing(nos/d),722.0
July 2021-22,BSP,Oven Pushing(nos/d),713.0
August 2021-22,BSP,Oven Pushing(nos/d),749.0
September 2021-22,BSP,Oven Pushing(nos/d),705.0
October 2021-22,BSP,Oven Pushing(nos/d),702.0
November 2021-22,BSP,Oven Pushing(nos/d),694.0
December 2021-22,BSP,Oven Pushing(nos/d),706.0
January 2021-22,BSP,Oven Pushing(nos/d),713.0
February 2021-22,BSP,Oven Pushing(nos/d),741.0
March 2021-22,BSP,Oven Pushing(nos/d),750.0
April 2020-21,BSP,Oven Pushing(nos/d),448.0
May 2020-21,BSP,Oven Pushing(nos/d),448.0
June 2020-21,BSP,Oven Pushing(nos/d),448.0
July 2020-21,BSP,Oven Pushing(nos/d),513.0
August 2020-21,BSP,Oven Pushing(nos/d),568.0
September 2020-21,BSP,Oven Pushing(nos/d),628.0
October 2020-21,BSP,Oven Pushing(nos/d),686.0
November 2020-21,BSP,Oven Pushing(nos/d),713.0
December 2020-21,BSP,Oven Pushing(nos/d),740.0
January 2020-21,BSP,Oven Pushing(nos/d),772.0
February 2020-21,BSP,Oven Pushing(nos/d),779.0
March 2020-21,BSP,Oven Pushing(nos/d),785.0
April 2019-20,BSP,Oven Pushing(nos/d),702.0
May 2019-20,BSP,Oven Pushing(nos/d),681.0
June 2019-20,BSP,Oven Pushing(nos/d),653.0
July 2019-20,BSP,Oven Pushing(nos/d),658.0
August 2019-20,BSP,Oven Pushing(nos/d),655.0
September 2019-20,BSP,Oven Pushing(nos/d),626.0
October 2019-20,BSP,Oven Pushing(nos/d),613.0
November 2019-20,BSP,Oven Pushing(nos/d),609.0
December 2019-20,BSP,Oven Pushing(nos/d),606.0
January 2019-20,BSP,Oven Pushing(nos/d),612.0
February 2019-20,BSP,Oven Pushing(nos/d),652.0
March 2019-20,BSP,Oven Pushing(nos/d),655.0
April 2018-19,BSP,Oven Pushing(nos/d),672.0
May 2018-19,BSP,Oven Pushing(nos/d),659.0
June 2018-19,BSP,Oven Pushing(nos/d),656.0
July 2018-19,BSP,Oven Pushing(nos/d),517.0
August 2018-19,BSP,Oven Pushing(nos/d),647.0
September 2018-19,BSP,Oven Pushing(nos/d),662.0
October 2018-19,BSP,Oven Pushing(nos/d),716.0
November 2018-19,BSP,Oven Pushing(nos/d),721.0
December 2018-19,BSP,Oven Pushing(nos/d),720.0
January 2018-19,BSP,Oven Pushing(nos/d),698.0
February 2018-19,BSP,Oven Pushing(nos/d),695.0
March 2018-19,BSP,Oven Pushing(nos/d),705.0
April 2017-18,BSP,Oven Pushing(nos/d),663.0
May 2017-18,BSP,Oven Pushing(nos/d),537.0
June 2017-18,BSP,Oven Pushing(nos/d),525.0
July 2017-18,BSP,Oven Pushing(nos/d),593.0
August 2017-18,BSP,Oven Pushing(nos/d),620.0
September 2017-18,BSP,Oven Pushing(nos/d),616.0
October 2017-18,BSP,Oven Pushing(nos/d),607.0
November 2017-18,BSP,Oven Pushing(nos/d),602.0
December 2017-18,BSP,Oven Pushing(nos/d),605.0
January 2017-18,BSP,Oven Pushing(nos/d),622.0
February 2017-18,BSP,Oven Pushing(nos/d),698.0
March 2017-18,BSP,Oven Pushing(nos/d),677.0
April 2016-17,BSP,Oven Pushing(nos/d),766.0
May 2016-17,BSP,Oven Pushing(nos/d),680.0
June 2016-17,BSP,Oven Pushing(nos/d),721.0
July 2016-17,BSP,Oven Pushing(nos/d),715.0
August 2016-17,BSP,Oven Pushing(nos/d),713.0
September 2016-17,BSP,Oven Pushing(nos/d),714.0
October 2016-17,BSP,Oven Pushing(nos/d),708.0
November 2016-17,BSP,Oven Pushing(nos/d),709.0
December 2016-17,BSP,Oven Pushing(nos/d),665.0
January 2016-17,BSP,Oven Pushing(nos/d),680.0
February 2016-17,BSP,Oven Pushing(nos/d),702.0
March 2016-17,BSP,Oven Pushing(nos/d),701.0
April 2015-16,BSP,Oven Pushing(nos/d),717.0
May 2015-16,BSP,Oven Pushing(nos/d),716.0
June 2015-16,BSP,Oven Pushing(nos/d),713.0
July 2015-16,BSP,Oven Pushing(nos/d),716.0
August 2015-16,BSP,Oven Pushing(nos/d),745.0
September 2015-16,BSP,Oven Pushing(nos/d),711.0
October 2015-16,BSP,Oven Pushing(nos/d),735.0
November 2015-16,BSP,Oven Pushing(nos/d),758.0
December 2015-16,BSP,Oven Pushing(nos/d),732.0
January 2015-16,BSP,Oven Pushing(nos/d),708.0
February 2015-16,BSP,Oven Pushing(nos/d),741.0
March 2015-16,BSP,Oven Pushing(nos/d),759.0
April 2014-15,BSP,Oven Pushing(nos/d),675.0
May 2014-15,BSP,Oven Pushing(nos/d),715.0
June 2014-15,BSP,Oven Pushing(nos/d),553.0
July 2014-15,BSP,Oven Pushing(nos/d),679.0
August 2014-15,BSP,Oven Pushing(nos/d),695.0
September 2014-15,BSP,Oven Pushing(nos/d),702.0
October 2014-15,BSP,Oven Pushing(nos/d),735.0
November 2014-15,BSP,Oven Pushing(nos/d),685.0
December 2014-15,BSP,Oven Pushing(nos/d),770.0
January 2014-15,BSP,Oven Pushing(nos/d),770.0
February 2014-15,BSP,Oven Pushing(nos/d),758.0
March 2014-15,BSP,Oven Pushing(nos/d),714.0
April 2013-14,BSP,Oven Pushing(nos/d),633.0
May 2013-14,BSP,Oven Pushing(nos/d),696.935
June 2013-14,BSP,Oven Pushing(nos/d),723.0
July 2013-14,BSP,Oven Pushing(nos/d),728.0
August 2013-14,BSP,Oven Pushing(nos/d),736.0
September 2013-14,BSP,Oven Pushing(nos/d),742.0
October 2013-14,BSP,Oven Pushing(nos/d),743.0
November 2013-14,BSP,Oven Pushing(nos/d),749.0
December 2013-14,BSP,Oven Pushing(nos/d),750.0
January 2013-14,BSP,Oven Pushing(nos/d),727.0
February 2013-14,BSP,Oven Pushing(nos/d),690.0
March 2013-14,BSP,Oven Pushing(nos/d),749.0
April 2012-13,BSP,Oven Pushing(nos/d),570.0
May 2012-13,BSP,Oven Pushing(nos/d),554.0
June 2012-13,BSP,Oven Pushing(nos/d),554.0
July 2012-13,BSP,Oven Pushing(nos/d),567.0
August 2012-13,BSP,Oven Pushing(nos/d),564.0
September 2012-13,BSP,Oven Pushing(nos/d),560.0
October 2012-13,BSP,Oven Pushing(nos/d),558.0
November 2012-13,BSP,Oven Pushing(nos/d),590.0
December 2012-13,BSP,Oven Pushing(nos/d),582.0
January 2012-13,BSP,Oven Pushing(nos/d),586.0
February 2012-13,BSP,Oven Pushing(nos/d),591.0
March 2012-13,BSP,Oven Pushing(nos/d),636.0
April 2011-12,BSP,Oven Pushing(nos/d),726.0
May 2011-12,BSP,Oven Pushing(nos/d),656.0
June 2011-12,BSP,Oven Pushing(nos/d),646.0
July 2011-12,BSP,Oven Pushing(nos/d),670.0
August 2011-12,BSP,Oven Pushing(nos/d),651.0
September 2011-12,BSP,Oven Pushing(nos/d),652.0
October 2011-12,BSP,Oven Pushing(nos/d),651.0
November 2011-12,BSP,Oven Pushing(nos/d),637.0
December 2011-12,BSP,Oven Pushing(nos/d),628.0
January 2011-12,BSP,Oven Pushing(nos/d),585.0
February 2011-12,BSP,Oven Pushing(nos/d),551.0
March 2011-12,BSP,Oven Pushing(nos/d),551.0
April 2010-11,BSP,Oven Pushing(nos/d),779.0
May 2010-11,BSP,Oven Pushing(nos/d),773.0
June 2010-11,BSP,Oven Pushing(nos/d),762.0
July 2010-11,BSP,Oven Pushing(nos/d),744.0
August 2010-11,BSP,Oven Pushing(nos/d),771.0
September 2010-11,BSP,Oven Pushing(nos/d),766.0
October 2010-11,BSP,Oven Pushing(nos/d),766.0
November 2010-11,BSP,Oven Pushing(nos/d),779.0
December 2010-11,BSP,Oven Pushing(nos/d),776.0
January 2010-11,BSP,Oven Pushing(nos/d),768.0
February 2010-11,BSP,Oven Pushing(nos/d),764.0
March 2010-11,BSP,Oven Pushing(nos/d),778.0
April 2009-10,BSP,Oven Pushing(nos/d),709.0
May 2009-10,BSP,Oven Pushing(nos/d),699.0
June 2009-10,BSP,Oven Pushing(nos/d),695.0
July 2009-10,BSP,Oven Pushing(nos/d),691.0
August 2009-10,BSP,Oven Pushing(nos/d),760.0
September 2009-10,BSP,Oven Pushing(nos/d),781.0
October 2009-10,BSP,Oven Pushing(nos/d),783.0
November 2009-10,BSP,Oven Pushing(nos/d),791.0
December 2009-10,BSP,Oven Pushing(nos/d),792.0
January 2009-10,BSP,Oven Pushing(nos/d),785.0
February 2009-10,BSP,Oven Pushing(nos/d),674.0
March 2009-10,BSP,Oven Pushing(nos/d),784.0
April 2008-09,BSP,Oven Pushing(nos/d),700.0
May 2008-09,BSP,Oven Pushing(nos/d),696.0
June 2008-09,BSP,Oven Pushing(nos/d),692.0
July 2008-09,BSP,Oven Pushing(nos/d),720.0
August 2008-09,BSP,Oven Pushing(nos/d),765.0
September 2008-09,BSP,Oven Pushing(nos/d),759.0
October 2008-09,BSP,Oven Pushing(nos/d),777.0
November 2008-09,BSP,Oven Pushing(nos/d),768.0
December 2008-09,BSP,Oven Pushing(nos/d),713.0
January 2008-09,BSP,Oven Pushing(nos/d),709.0
February 2008-09,BSP,Oven Pushing(nos/d),709.0
March 2008-09,BSP,Oven Pushing(nos/d),710.0
April 2007-08,BSP,Oven Pushing(nos/d),723.0
May 2007-08,BSP,Oven Pushing(nos/d),719.0
June 2007-08,BSP,Oven Pushing(nos/d),698.0
July 2007-08,BSP,Oven Pushing(nos/d),669.0
August 2007-08,BSP,Oven Pushing(nos/d),650.0
September 2007-08,BSP,Oven Pushing(nos/d),707.0
October 2007-08,BSP,Oven Pushing(nos/d),745.0
November 2007-08,BSP,Oven Pushing(nos/d),769.0
December 2007-08,BSP,Oven Pushing(nos/d),769.0
January 2007-08,BSP,Oven Pushing(nos/d),750.0
February 2007-08,BSP,Oven Pushing(nos/d),742.0
March 2007-08,BSP,Oven Pushing(nos/d),680.0
April 2006-07,BSP,Oven Pushing(nos/d),705.0
May 2006-07,BSP,Oven Pushing(nos/d),690.0
June 2006-07,BSP,Oven Pushing(nos/d),710.0
July 2006-07,BSP,Oven Pushing(nos/d),719.0
August 2006-07,BSP,Oven Pushing(nos/d),697.0
September 2006-07,BSP,Oven Pushing(nos/d),716.0
October 2006-07,BSP,Oven Pushing(nos/d),719.0
November 2006-07,BSP,Oven Pushing(nos/d),694.0
December 2006-07,BSP,Oven Pushing(nos/d),698.0
January 2006-07,BSP,Oven Pushing(nos/d),700.0
February 2006-07,BSP,Oven Pushing(nos/d),701.0
March 2006-07,BSP,Oven Pushing(nos/d),719.0
April 2005-06,BSP,Oven Pushing(nos/d),672.0
May 2005-06,BSP,Oven Pushing(nos/d),699.0
June 2005-06,BSP,Oven Pushing(nos/d),733.0
July 2005-06,BSP,Oven Pushing(nos/d),757.0
August 2005-06,BSP,Oven Pushing(nos/d),756.0
September 2005-06,BSP,Oven Pushing(nos/d),745.0
October 2005-06,BSP,Oven Pushing(nos/d),754.0
November 2005-06,BSP,Oven Pushing(nos/d),759.0
December 2005-06,BSP,Oven Pushing(nos/d),765.0
January 2005-06,BSP,Oven Pushing(nos/d),749.0
February 2005-06,BSP,Oven Pushing(nos/d),745.0
March 2005-06,BSP,Oven Pushing(nos/d),730.0
April 2004-05,BSP,Oven Pushing(nos/d),549.0
May 2004-05,BSP,Oven Pushing(nos/d),524.0
June 2004-05,BSP,Oven Pushing(nos/d),518.0
July 2004-05,BSP,Oven Pushing(nos/d),543.0
August 2004-05,BSP,Oven Pushing(nos/d),562.0
September 2004-05,BSP,Oven Pushing(nos/d),673.0
October 2004-05,BSP,Oven Pushing(nos/d),688.0
November 2004-05,BSP,Oven Pushing(nos/d),688.0
December 2004-05,BSP,Oven Pushing(nos/d),692.0
January 2004-05,BSP,Oven Pushing(nos/d),698.0
February 2004-05,BSP,Oven Pushing(nos/d),700.0
March 2004-05,BSP,Oven Pushing(nos/d),698.0
April 2003-04,BSP,Oven Pushing(nos/d),680.0
May 2003-04,BSP,Oven Pushing(nos/d),677.0
June 2003-04,BSP,Oven Pushing(nos/d),680.0
July 2003-04,BSP,Oven Pushing(nos/d),685.0
August 2003-04,BSP,Oven Pushing(nos/d),687.0
September 2003-04,BSP,Oven Pushing(nos/d),696.0
October 2003-04,BSP,Oven Pushing(nos/d),691.0
November 2003-04,BSP,Oven Pushing(nos/d),685.0
December 2003-04,BSP,Oven Pushing(nos/d),682.0
January 2003-04,BSP,Oven Pushing(nos/d),697.0
February 2003-04,BSP,Oven Pushing(nos/d),685.0
March 2003-04,BSP,Oven Pushing(nos/d),540.0
April 2002-03,BSP,Oven Pushing(nos/d),572.0
May 2002-03,BSP,Oven Pushing(nos/d),504.0
June 2002-03,BSP,Oven Pushing(nos/d),550.0
July 2002-03,BSP,Oven Pushing(nos/d),600.0
August 2002-03,BSP,Oven Pushing(nos/d),601.0
September 2002-03,BSP,Oven Pushing(nos/d),612.0
October 2002-03,BSP,Oven Pushing(nos/d),618.0
November 2002-03,BSP,Oven Pushing(nos/d),615.0
December 2002-03,BSP,Oven Pushing(nos/d),623.0
January 2002-03,BSP,Oven Pushing(nos/d),653.0
February 2002-03,BSP,Oven Pushing(nos/d),673.0
March 2002-03,BSP,Oven Pushing(nos/d),681.0
April 2001-02,BSP,Oven Pushing(nos/d),573.2
May 2001-02,BSP,Oven Pushing(nos/d),512.648548387097
June 2001-02,BSP,Oven Pushing(nos/d),544.4
July 2001-02,BSP,Oven Pushing(nos/d),574.5
August 2001-02,BSP,Oven Pushing(nos/d),580.0
September 2001-02,BSP,Oven Pushing(nos/d),589.0
October 2001-02,BSP,Oven Pushing(nos/d),593.0
November 2001-02,BSP,Oven Pushing(nos/d),594.36
December 2001-02,BSP,Oven Pushing(nos/d),599.0
January 2001-02,BSP,Oven Pushing(nos/d),604.0
February 2001-02,BSP,Oven Pushing(nos/d),583.0
March 2001-02,BSP,Oven Pushing(nos/d),581.0
April 2000-01,BSP,Oven Pushing(nos/d),600.348166666667
May 2000-01,BSP,Oven Pushing(nos/d),605.941612903226
June 2000-01,BSP,Oven Pushing(nos/d),611.9455
July 2000-01,BSP,Oven Pushing(nos/d),611.593548387097
August 2000-01,BSP,Oven Pushing(nos/d),626.659838709678
September 2000-01,BSP,Oven Pushing(nos/d),633.283833333333
October 2000-01,BSP,Oven Pushing(nos/d),613.943548387097
November 2000-01,BSP,Oven Pushing(nos/d),571.06
December 2000-01,BSP,Oven Pushing(nos/d),523.639516129032
January 2000-01,BSP,Oven Pushing(nos/d),548.525161290323
February 2000-01,BSP,Oven Pushing(nos/d),554.942857142857
March 2000-01,BSP,Oven Pushing(nos/d),559.850483870968
April 2025-26,DSP,Oven Pushing(nos/d),320.43333333333334
May 2025-26,DSP,Oven Pushing(nos/d),314.5483870967742
June 2025-26,DSP,Oven Pushing(nos/d),306.56666666666666
July 2025-26,DSP,Oven Pushing(nos/d),322.0
August 2025-26,DSP,Oven Pushing(nos/d),322.51612903225805
September 2025-26,DSP,Oven Pushing(nos/d),304.3333333333333
October 2025-26,DSP,Oven Pushing(nos/d),313.8709677419355
November 2025-26,DSP,Oven Pushing(nos/d),327.3666666666667
December 2025-26,DSP,Oven Pushing(nos/d),335.2258064516129
January 2025-26,DSP,Oven Pushing(nos/d),339.0
February 2025-26,DSP,Oven Pushing(nos/d),335.0
March 2025-26,DSP,Oven Pushing(nos/d),327.0
April 2024-25,DSP,Oven Pushing(nos/d),326.1666666666667
May 2024-25,DSP,Oven Pushing(nos/d),341.741935483871
June 2024-25,DSP,Oven Pushing(nos/d),338.6666666666667
July 2024-25,DSP,Oven Pushing(nos/d),330.0
August 2024-25,DSP,Oven Pushing(nos/d),329.61290322580646
September 2024-25,DSP,Oven Pushing(nos/d),333.8666666666667
October 2024-25,DSP,Oven Pushing(nos/d),334.48387096774195
November 2024-25,DSP,Oven Pushing(nos/d),336.1666666666667
December 2024-25,DSP,Oven Pushing(nos/d),296.06451612903226
January 2024-25,DSP,Oven Pushing(nos/d),294.0967741935484
February 2024-25,DSP,Oven Pushing(nos/d),302.7857142857143
March 2024-25,DSP,Oven Pushing(nos/d),312.741
April 2023-24,DSP,Oven Pushing(nos/d),344.06666666666666
May 2023-24,DSP,Oven Pushing(nos/d),347.48387096774195
June 2023-24,DSP,Oven Pushing(nos/d),349.5
July 2023-24,DSP,Oven Pushing(nos/d),333.0
August 2023-24,DSP,Oven Pushing(nos/d),335.48387096774195
September 2023-24,DSP,Oven Pushing(nos/d),345.0
October 2023-24,DSP,Oven Pushing(nos/d),342.64516129032256
November 2023-24,DSP,Oven Pushing(nos/d),348.3
December 2023-24,DSP,Oven Pushing(nos/d),349.8709677419355
January 2023-24,DSP,Oven Pushing(nos/d),349.83870967741933
February 2023-24,DSP,Oven Pushing(nos/d),349.8965517241379
March 2023-24,DSP,Oven Pushing(nos/d),349.83870967741933
April 2022-23,DSP,Oven Pushing(nos/d),346.1
May 2022-23,DSP,Oven Pushing(nos/d),334.61290322580646
June 2022-23,DSP,Oven Pushing(nos/d),317.53333333333336
July 2022-23,DSP,Oven Pushing(nos/d),316.9032258064516
August 2022-23,DSP,Oven Pushing(nos/d),334.258064516129
September 2022-23,DSP,Oven Pushing(nos/d),339.1333333333333
October 2022-23,DSP,Oven Pushing(nos/d),348.0967741935484
November 2022-23,DSP,Oven Pushing(nos/d),349.6666666666667
December 2022-23,DSP,Oven Pushing(nos/d),323.5483870967742
January 2022-23,DSP,Oven Pushing(nos/d),333.35483870967744
February 2022-23,DSP,Oven Pushing(nos/d),336.14285714285717
March 2022-23,DSP,Oven Pushing(nos/d),344.80645161290323
April 2021-22,DSP,Oven Pushing(nos/d),348.76666666666665
May 2021-22,DSP,Oven Pushing(nos/d),337.2903225806452
June 2021-22,DSP,Oven Pushing(nos/d),315.56666666666666
July 2021-22,DSP,Oven Pushing(nos/d),325.51612903225805
August 2021-22,DSP,Oven Pushing(nos/d),338.1290322580645
September 2021-22,DSP,Oven Pushing(nos/d),334.43333333333334
October 2021-22,DSP,Oven Pushing(nos/d),330.2258064516129
November 2021-22,DSP,Oven Pushing(nos/d),341.1333333333333
December 2021-22,DSP,Oven Pushing(nos/d),341.4193548387097
January 2021-22,DSP,Oven Pushing(nos/d),338.70968
February 2021-22,DSP,Oven Pushing(nos/d),338.14285714285717
March 2021-22,DSP,Oven Pushing(nos/d),347.5806451612903
April 2020-21,DSP,Oven Pushing(nos/d),230.93333333333334
May 2020-21,DSP,Oven Pushing(nos/d),218.19354838709677
June 2020-21,DSP,Oven Pushing(nos/d),238.3
July 2020-21,DSP,Oven Pushing(nos/d),279.51612903225805
August 2020-21,DSP,Oven Pushing(nos/d),327.9032258064516
September 2020-21,DSP,Oven Pushing(nos/d),332.1666666666667
October 2020-21,DSP,Oven Pushing(nos/d),341.0
November 2020-21,DSP,Oven Pushing(nos/d),343.0
December 2020-21,DSP,Oven Pushing(nos/d),341.96774193548384
January 2020-21,DSP,Oven Pushing(nos/d),346.0
February 2020-21,DSP,Oven Pushing(nos/d),347.7857142857143
March 2020-21,DSP,Oven Pushing(nos/d),346.96774193548384
April 2019-20,DSP,Oven Pushing(nos/d),316.0
May 2019-20,DSP,Oven Pushing(nos/d),309.967741935484
June 2019-20,DSP,Oven Pushing(nos/d),312.0
July 2019-20,DSP,Oven Pushing(nos/d),330.548387096774
August 2019-20,DSP,Oven Pushing(nos/d),341.032258064516
September 2019-20,DSP,Oven Pushing(nos/d),311.1
October 2019-20,DSP,Oven Pushing(nos/d),308.935483870968
November 2019-20,DSP,Oven Pushing(nos/d),335.6
December 2019-20,DSP,Oven Pushing(nos/d),340.161290322581
January 2019-20,DSP,Oven Pushing(nos/d),335.806451612903
February 2019-20,DSP,Oven Pushing(nos/d),339.034482758621
March 2019-20,DSP,Oven Pushing(nos/d),320.58064516129
April 2018-19,DSP,Oven Pushing(nos/d),319.466666666667
May 2018-19,DSP,Oven Pushing(nos/d),339.161290322581
June 2018-19,DSP,Oven Pushing(nos/d),323.0
July 2018-19,DSP,Oven Pushing(nos/d),312.741935483871
August 2018-19,DSP,Oven Pushing(nos/d),327.41935483871
September 2018-19,DSP,Oven Pushing(nos/d),322.933333333333
October 2018-19,DSP,Oven Pushing(nos/d),332.774193548387
November 2018-19,DSP,Oven Pushing(nos/d),328.433333333333
December 2018-19,DSP,Oven Pushing(nos/d),326.709677419355
January 2018-19,DSP,Oven Pushing(nos/d),317.161290322581
February 2018-19,DSP,Oven Pushing(nos/d),314.785714285714
March 2018-19,DSP,Oven Pushing(nos/d),328.129032258065
April 2017-18,DSP,Oven Pushing(nos/d),256.566666666667
May 2017-18,DSP,Oven Pushing(nos/d),240.0
June 2017-18,DSP,Oven Pushing(nos/d),255.133333333333
July 2017-18,DSP,Oven Pushing(nos/d),292.193548387097
August 2017-18,DSP,Oven Pushing(nos/d),319.129032258065
September 2017-18,DSP,Oven Pushing(nos/d),339.833333333333
October 2017-18,DSP,Oven Pushing(nos/d),298.032258064516
November 2017-18,DSP,Oven Pushing(nos/d),274.266666666667
December 2017-18,DSP,Oven Pushing(nos/d),328.193548387097
January 2017-18,DSP,Oven Pushing(nos/d),316.677419354839
February 2017-18,DSP,Oven Pushing(nos/d),335.428571428571
March 2017-18,DSP,Oven Pushing(nos/d),343.096774193548
April 2016-17,DSP,Oven Pushing(nos/d),262.933333333333
May 2016-17,DSP,Oven Pushing(nos/d),262.129032258065
June 2016-17,DSP,Oven Pushing(nos/d),271.533333333333
July 2016-17,DSP,Oven Pushing(nos/d),312.193548387097
August 2016-17,DSP,Oven Pushing(nos/d),329.032258064516
September 2016-17,DSP,Oven Pushing(nos/d),339.666666666667
October 2016-17,DSP,Oven Pushing(nos/d),348.903225806452
November 2016-17,DSP,Oven Pushing(nos/d),334.6
December 2016-17,DSP,Oven Pushing(nos/d),308.58064516129
January 2016-17,DSP,Oven Pushing(nos/d),300.0
February 2016-17,DSP,Oven Pushing(nos/d),299.821428571429
March 2016-17,DSP,Oven Pushing(nos/d),285.354838709677
April 2015-16,DSP,Oven Pushing(nos/d),336.9
May 2015-16,DSP,Oven Pushing(nos/d),342.741935483871
June 2015-16,DSP,Oven Pushing(nos/d),336.1
July 2015-16,DSP,Oven Pushing(nos/d),334.41935483871
August 2015-16,DSP,Oven Pushing(nos/d),311.870967741935
September 2015-16,DSP,Oven Pushing(nos/d),324.833333333333
October 2015-16,DSP,Oven Pushing(nos/d),319.870967741935
November 2015-16,DSP,Oven Pushing(nos/d),315.266666666667
December 2015-16,DSP,Oven Pushing(nos/d),310.903225806452
January 2015-16,DSP,Oven Pushing(nos/d),293.096774193548
February 2015-16,DSP,Oven Pushing(nos/d),273.172413793103
March 2015-16,DSP,Oven Pushing(nos/d),266.483870967742
April 2014-15,DSP,Oven Pushing(nos/d),319.0
May 2014-15,DSP,Oven Pushing(nos/d),314.58064516129
June 2014-15,DSP,Oven Pushing(nos/d),306.166666666667
July 2014-15,DSP,Oven Pushing(nos/d),302.290322580645
August 2014-15,DSP,Oven Pushing(nos/d),295.193548387097
September 2014-15,DSP,Oven Pushing(nos/d),314.7
October 2014-15,DSP,Oven Pushing(nos/d),297.871
November 2014-15,DSP,Oven Pushing(nos/d),301.533333333333
December 2014-15,DSP,Oven Pushing(nos/d),301.129032258065
January 2014-15,DSP,Oven Pushing(nos/d),320.161290322581
February 2014-15,DSP,Oven Pushing(nos/d),335.178571428571
March 2014-15,DSP,Oven Pushing(nos/d),340.290322580645
April 2013-14,DSP,Oven Pushing(nos/d),301.633333333333
May 2013-14,DSP,Oven Pushing(nos/d),300.032258064516
June 2013-14,DSP,Oven Pushing(nos/d),296.3
July 2013-14,DSP,Oven Pushing(nos/d),299.0
August 2013-14,DSP,Oven Pushing(nos/d),291.58064516129
September 2013-14,DSP,Oven Pushing(nos/d),291.533
October 2013-14,DSP,Oven Pushing(nos/d),265.516
November 2013-14,DSP,Oven Pushing(nos/d),266.067
December 2013-14,DSP,Oven Pushing(nos/d),293.129
January 2013-14,DSP,Oven Pushing(nos/d),303.452
February 2013-14,DSP,Oven Pushing(nos/d),314.428571428571
March 2013-14,DSP,Oven Pushing(nos/d),316.935
April 2012-13,DSP,Oven Pushing(nos/d),290.466666666667
May 2012-13,DSP,Oven Pushing(nos/d),291.0
June 2012-13,DSP,Oven Pushing(nos/d),287.0
July 2012-13,DSP,Oven Pushing(nos/d),274.0
August 2012-13,DSP,Oven Pushing(nos/d),264.645
September 2012-13,DSP,Oven Pushing(nos/d),264.8
October 2012-13,DSP,Oven Pushing(nos/d),264.806
November 2012-13,DSP,Oven Pushing(nos/d),264.2
December 2012-13,DSP,Oven Pushing(nos/d),264.0
January 2012-13,DSP,Oven Pushing(nos/d),278.419
February 2012-13,DSP,Oven Pushing(nos/d),304.5
March 2012-13,DSP,Oven Pushing(nos/d),305.387
April 2011-12,DSP,Oven Pushing(nos/d),294.666666666667
May 2011-12,DSP,Oven Pushing(nos/d),282.032258064516
June 2011-12,DSP,Oven Pushing(nos/d),276.0
