report_month,plant_name,item_name,month_actual
July 2004-05,BSP,Total Crude Steel,361.939
August 2004-05,BSP,Total Crude Steel,338.822
September 2004-05,BSP,Total Crude Steel,382.535
October 2004-05,BSP,Total Crude Steel,395.212
November 2004-05,BSP,Total Crude Steel,412.431
December 2004-05,BSP,Total Crude Steel,424.245
January 2004-05,BSP,Total Crude Steel,430.027
February 2004-05,BSP,Total Crude Steel,389.242
March 2004-05,BSP,Total Crude Steel,421.937
April 2003-04,BSP,Total Crude Steel,376.334
May 2003-04,BSP,Total Crude Steel,389.034
June 2003-04,BSP,Total Crude Steel,361.178
July 2003-04,BSP,Total Crude Steel,406.513
August 2003-04,BSP,Total Crude Steel,390.308
September 2003-04,BSP,Total Crude Steel,409.676
October 2003-04,BSP,Total Crude Steel,425.528
November 2003-04,BSP,Total Crude Steel,389.091
December 2003-04,BSP,Total Crude Steel,428.939
January 2003-04,BSP,Total Crude Steel,429.97
February 2003-04,BSP,Total Crude Steel,398.745
March 2003-04,BSP,Total Crude Steel,337.608
April 2002-03,BSP,Total Crude Steel,321.239
May 2002-03,BSP,Total Crude Steel,305.772
June 2002-03,BSP,Total Crude Steel,338.131
July 2002-03,BSP,Total Crude Steel,352.364
August 2002-03,BSP,Total Crude Steel,350.244
September 2002-03,BSP,Total Crude Steel,356.866
October 2002-03,BSP,Total Crude Steel,350.037
November 2002-03,BSP,Total Crude Steel,346.448
December 2002-03,BSP,Total Crude Steel,381.058
January 2002-03,BSP,Total Crude Steel,383.415
February 2002-03,BSP,Total Crude Steel,352.278
March 2002-03,BSP,Total Crude Steel,395.373
April 2001-02,BSP,Total Crude Steel,289.725
May 2001-02,BSP,Total Crude Steel,288.185
June 2001-02,BSP,Total Crude Steel,310.016
July 2001-02,BSP,Total Crude Steel,336.968
August 2001-02,BSP,Total Crude Steel,339.836
September 2001-02,BSP,Total Crude Steel,331.615
October 2001-02,BSP,Total Crude Steel,353.179
November 2001-02,BSP,Total Crude Steel,341.512
December 2001-02,BSP,Total Crude Steel,350.621
January 2001-02,BSP,Total Crude Steel,361.518
February 2001-02,BSP,Total Crude Steel,313.805
March 2001-02,BSP,Total Crude Steel,349.894
April 2000-01,BSP,Total Crude Steel,313.29
May 2000-01,BSP,Total Crude Steel,337.013
June 2000-01,BSP,Total Crude Steel,334.97
July 2000-01,BSP,Total Crude Steel,344.083
August 2000-01,BSP,Total Crude Steel,340.525
September 2000-01,BSP,Total Crude Steel,333.378
October 2000-01,BSP,Total Crude Steel,310.014
November 2000-01,BSP,Total Crude Steel,317.584
December 2000-01,BSP,Total Crude Steel,298.422
January 2000-01,BSP,Total Crude Steel,307.023
February 2000-01,BSP,Total Crude Steel,284.245
March 2000-01,BSP,Total Crude Steel,315.953
April 2025-26,DSP,Total Crude Steel,187.251
May 2025-26,DSP,Total Crude Steel,171.03
June 2025-26,DSP,Total Crude Steel,169.94
July 2025-26,DSP,Total Crude Steel,199.898
August 2025-26,DSP,Total Crude Steel,185.609
September 2025-26,DSP,Total Crude Steel,181.04
October 2025-26,DSP,Total Crude Steel,161.031
November 2025-26,DSP,Total Crude Steel,173.385
December 2025-26,DSP,Total Crude Steel,195.28
January 2025-26,DSP,Total Crude Steel,195.164
February 2025-26,DSP,Total Crude Steel,174.711
March 2025-26,DSP,Total Crude Steel,190.739
April 2024-25,DSP,Total Crude Steel,169.52
May 2024-25,DSP,Total Crude Steel,177.016
June 2024-25,DSP,Total Crude Steel,201.811
July 2024-25,DSP,Total Crude Steel,193.613
August 2024-25,DSP,Total Crude Steel,204.223
September 2024-25,DSP,Total Crude Steel,181.793
October 2024-25,DSP,Total Crude Steel,192.349
November 2024-25,DSP,Total Crude Steel,189.297
December 2024-25,DSP,Total Crude Steel,171.016
January 2024-25,DSP,Total Crude Steel,200.027
February 2024-25,DSP,Total Crude Steel,176.421
March 2024-25,DSP,Total Crude Steel,205.159
April 2023-24,DSP,Total Crude Steel,197.002
May 2023-24,DSP,Total Crude Steel,198.47
June 2023-24,DSP,Total Crude Steel,193.499
July 2023-24,DSP,Total Crude Steel,196.734
August 2023-24,DSP,Total Crude Steel,190.776
September 2023-24,DSP,Total Crude Steel,188.456
October 2023-24,DSP,Total Crude Steel,179.225
November 2023-24,DSP,Total Crude Steel,203.152
December 2023-24,DSP,Total Crude Steel,202.915
January 2023-24,DSP,Total Crude Steel,201.572
February 2023-24,DSP,Total Crude Steel,185.123
March 2023-24,DSP,Total Crude Steel,167.874
April 2022-23,DSP,Total Crude Steel,192.289
May 2022-23,DSP,Total Crude Steel,214.222
June 2022-23,DSP,Total Crude Steel,180.013
July 2022-23,DSP,Total Crude Steel,162.26
August 2022-23,DSP,Total Crude Steel,195.218
September 2022-23,DSP,Total Crude Steel,196.954
October 2022-23,DSP,Total Crude Steel,192.465
November 2022-23,DSP,Total Crude Steel,185.62
December 2022-23,DSP,Total Crude Steel,168.298
January 2022-23,DSP,Total Crude Steel,211.028
February 2022-23,DSP,Total Crude Steel,181.299
March 2022-23,DSP,Total Crude Steel,215.551
April 2021-22,DSP,Total Crude Steel,189.551
May 2021-22,DSP,Total Crude Steel,182.395
June 2021-22,DSP,Total Crude Steel,157.12
July 2021-22,DSP,Total Crude Steel,187.192
August 2021-22,DSP,Total Crude Steel,173.065
September 2021-22,DSP,Total Crude Steel,182.427
October 2021-22,DSP,Total Crude Steel,193.581
November 2021-22,DSP,Total Crude Steel,188.36
December 2021-22,DSP,Total Crude Steel,197.843
January 2021-22,DSP,Total Crude Steel,204.181
February 2021-22,DSP,Total Crude Steel,156.4829
March 2021-22,DSP,Total Crude Steel,218.4015
April 2020-21,DSP,Total Crude Steel,112.546
May 2020-21,DSP,Total Crude Steel,109.073
June 2020-21,DSP,Total Crude Steel,128.032
July 2020-21,DSP,Total Crude Steel,173.931
August 2020-21,DSP,Total Crude Steel,194.423
September 2020-21,DSP,Total Crude Steel,188.375
October 2020-21,DSP,Total Crude Steel,201.217
November 2020-21,DSP,Total Crude Steel,194.961
December 2020-21,DSP,Total Crude Steel,198.446
January 2020-21,DSP,Total Crude Steel,201.529
February 2020-21,DSP,Total Crude Steel,182.749
March 2020-21,DSP,Total Crude Steel,200.564
April 2019-20,DSP,Total Crude Steel,159.159
May 2019-20,DSP,Total Crude Steel,185.25
June 2019-20,DSP,Total Crude Steel,176.471
July 2019-20,DSP,Total Crude Steel,197.23
August 2019-20,DSP,Total Crude Steel,190.621
September 2019-20,DSP,Total Crude Steel,154.141
October 2019-20,DSP,Total Crude Steel,160.653
November 2019-20,DSP,Total Crude Steel,183.76
December 2019-20,DSP,Total Crude Steel,203.743
January 2019-20,DSP,Total Crude Steel,199.674
February 2019-20,DSP,Total Crude Steel,197.403
March 2019-20,DSP,Total Crude Steel,185.735
April 2018-19,DSP,Total Crude Steel,164.847
May 2018-19,DSP,Total Crude Steel,192.216
June 2018-19,DSP,Total Crude Steel,191.536
July 2018-19,DSP,Total Crude Steel,184.611
August 2018-19,DSP,Total Crude Steel,186.033
September 2018-19,DSP,Total Crude Steel,160.581
October 2018-19,DSP,Total Crude Steel,199.127
November 2018-19,DSP,Total Crude Steel,192.762
December 2018-19,DSP,Total Crude Steel,191.302
January 2018-19,DSP,Total Crude Steel,176.226
February 2018-19,DSP,Total Crude Steel,177.031
March 2018-19,DSP,Total Crude Steel,203.692
April 2017-18,DSP,Total Crude Steel,129.646
May 2017-18,DSP,Total Crude Steel,131.159
June 2017-18,DSP,Total Crude Steel,160.62
July 2017-18,DSP,Total Crude Steel,189.307
August 2017-18,DSP,Total Crude Steel,190.105
September 2017-18,DSP,Total Crude Steel,168.898
October 2017-18,DSP,Total Crude Steel,184.568
November 2017-18,DSP,Total Crude Steel,168.802
December 2017-18,DSP,Total Crude Steel,176.548
January 2017-18,DSP,Total Crude Steel,166.049
February 2017-18,DSP,Total Crude Steel,180.281
March 2017-18,DSP,Total Crude Steel,196.13
April 2016-17,DSP,Total Crude Steel,179.306
May 2016-17,DSP,Total Crude Steel,164.132
June 2016-17,DSP,Total Crude Steel,178.032
July 2016-17,DSP,Total Crude Steel,178.762
August 2016-17,DSP,Total Crude Steel,177.17
September 2016-17,DSP,Total Crude Steel,165.225
October 2016-17,DSP,Total Crude Steel,180.195
November 2016-17,DSP,Total Crude Steel,167.577
December 2016-17,DSP,Total Crude Steel,181.565
January 2016-17,DSP,Total Crude Steel,194.133
February 2016-17,DSP,Total Crude Steel,146.505
March 2016-17,DSP,Total Crude Steel,128.61
April 2015-16,DSP,Total Crude Steel,177.056
May 2015-16,DSP,Total Crude Steel,144.602
June 2015-16,DSP,Total Crude Steel,164.032
July 2015-16,DSP,Total Crude Steel,167.665
August 2015-16,DSP,Total Crude Steel,135.623
September 2015-16,DSP,Total Crude Steel,140.002
October 2015-16,DSP,Total Crude Steel,149.74
November 2015-16,DSP,Total Crude Steel,185.214
December 2015-16,DSP,Total Crude Steel,190.955
January 2015-16,DSP,Total Crude Steel,169.719
February 2015-16,DSP,Total Crude Steel,162.425
March 2015-16,DSP,Total Crude Steel,188.052
April 2014-15,DSP,Total Crude Steel,143.078
May 2014-15,DSP,Total Crude Steel,167.304
June 2014-15,DSP,Total Crude Steel,161.832
July 2014-15,DSP,Total Crude Steel,178.568
August 2014-15,DSP,Total Crude Steel,174.37
September 2014-15,DSP,Total Crude Steel,169.004
October 2014-15,DSP,Total Crude Steel,171.251
November 2014-15,DSP,Total Crude Steel,169.702
December 2014-15,DSP,Total Crude Steel,181.303
January 2014-15,DSP,Total Crude Steel,178.58
February 2014-15,DSP,Total Crude Steel,178.122
March 2014-15,DSP,Total Crude Steel,190.093
April 2013-14,DSP,Total Crude Steel,176.096
May 2013-14,DSP,Total Crude Steel,167.094
June 2013-14,DSP,Total Crude Steel,175.08
July 2013-14,DSP,Total Crude Steel,175.039
August 2013-14,DSP,Total Crude Steel,174.349
September 2013-14,DSP,Total Crude Steel,174.055
October 2013-14,DSP,Total Crude Steel,165.042
November 2013-14,DSP,Total Crude Steel,167.803
December 2013-14,DSP,Total Crude Steel,181.229
January 2013-14,DSP,Total Crude Steel,185.018
February 2013-14,DSP,Total Crude Steel,143.412
March 2013-14,DSP,Total Crude Steel,139.009
April 2012-13,DSP,Total Crude Steel,166.613
May 2012-13,DSP,Total Crude Steel,147.817
June 2012-13,DSP,Total Crude Steel,166.82
July 2012-13,DSP,Total Crude Steel,165.38
August 2012-13,DSP,Total Crude Steel,174.295
September 2012-13,DSP,Total Crude Steel,162.685
October 2012-13,DSP,Total Crude Steel,180.005
November 2012-13,DSP,Total Crude Steel,172.664
December 2012-13,DSP,Total Crude Steel,147.311
January 2012-13,DSP,Total Crude Steel,186.573
February 2012-13,DSP,Total Crude Steel,174.296
March 2012-13,DSP,Total Crude Steel,189.003
April 2011-12,DSP,Total Crude Steel,164.681
May 2011-12,DSP,Total Crude Steel,169.008
June 2011-12,DSP,Total Crude Steel,154.683
July 2011-12,DSP,Total Crude Steel,156.5
August 2011-12,DSP,Total Crude Steel,150.538
September 2011-12,DSP,Total Crude Steel,143.207
October 2011-12,DSP,Total Crude Steel,152.731
November 2011-12,DSP,Total Crude Steel,140.669
December 2011-12,DSP,Total Crude Steel,174.789
January 2011-12,DSP,Total Crude Steel,170.36
February 2011-12,DSP,Total Crude Steel,155.41
March 2011-12,DSP,Total Crude Steel,181.673
April 2010-11,DSP,Total Crude Steel,161.298
May 2010-11,DSP,Total Crude Steel,154.44
June 2010-11,DSP,Total Crude Steel,151.722
July 2010-11,DSP,Total Crude Steel,159.832
August 2010-11,DSP,Total Crude Steel,168.377
September 2010-11,DSP,Total Crude Steel,148.398
October 2010-11,DSP,Total Crude Steel,179.221
November 2010-11,DSP,Total Crude Steel,174.751
December 2010-11,DSP,Total Crude Steel,178.123
January 2010-11,DSP,Total Crude Steel,172.941
February 2010-11,DSP,Total Crude Steel,124.786
March 2010-11,DSP,Total Crude Steel,187.384
April 2009-10,DSP,Total Crude Steel,141.205
May 2009-10,DSP,Total Crude Steel,163.857
June 2009-10,DSP,Total Crude Steel,159.292
July 2009-10,DSP,Total Crude Steel,168.515
August 2009-10,DSP,Total Crude Steel,173.014
September 2009-10,DSP,Total Crude Steel,153.868
October 2009-10,DSP,Total Crude Steel,171.302
November 2009-10,DSP,Total Crude Steel,160.391
December 2009-10,DSP,Total Crude Steel,176.066
January 2009-10,DSP,Total Crude Steel,168.758
February 2009-10,DSP,Total Crude Steel,155.2
March 2009-10,DSP,Total Crude Steel,174.741
April 2008-09,DSP,Total Crude Steel,152.242
May 2008-09,DSP,Total Crude Steel,155.967
June 2008-09,DSP,Total Crude Steel,156.549
July 2008-09,DSP,Total Crude Steel,149.291
August 2008-09,DSP,Total Crude Steel,164.202
September 2008-09,DSP,Total Crude Steel,162.483
October 2008-09,DSP,Total Crude Steel,166.332
November 2008-09,DSP,Total Crude Steel,150.89
December 2008-09,DSP,Total Crude Steel,155.596
January 2008-09,DSP,Total Crude Steel,164.3
February 2008-09,DSP,Total Crude Steel,145.852
March 2008-09,DSP,Total Crude Steel,163.133
April 2007-08,DSP,Total Crude Steel,169.066
May 2007-08,DSP,Total Crude Steel,171.386
June 2007-08,DSP,Total Crude Steel,168.721
July 2007-08,DSP,Total Crude Steel,151.012
August 2007-08,DSP,Total Crude Steel,156.235
September 2007-08,DSP,Total Crude Steel,154.219
October 2007-08,DSP,Total Crude Steel,154.875
November 2007-08,DSP,Total Crude Steel,163.938
December 2007-08,DSP,Total Crude Steel,143.247
January 2007-08,DSP,Total Crude Steel,157.551
February 2007-08,DSP,Total Crude Steel,157.339
March 2007-08,DSP,Total Crude Steel,166.818
April 2006-07,DSP,Total Crude Steel,129.779
May 2006-07,DSP,Total Crude Steel,163.519
June 2006-07,DSP,Total Crude Steel,157.564
July 2006-07,DSP,Total Crude Steel,134.819
August 2006-07,DSP,Total Crude Steel,117.057
September 2006-07,DSP,Total Crude Steel,120.757
October 2006-07,DSP,Total Crude Steel,169.548
November 2006-07,DSP,Total Crude Steel,173.145
December 2006-07,DSP,Total Crude Steel,178.858
January 2006-07,DSP,Total Crude Steel,168.189
February 2006-07,DSP,Total Crude Steel,167.583
March 2006-07,DSP,Total Crude Steel,188.01
April 2005-06,DSP,Total Crude Steel,143.654
May 2005-06,DSP,Total Crude Steel,155.735
June 2005-06,DSP,Total Crude Steel,124.816
July 2005-06,DSP,Total Crude Steel,128.457
August 2005-06,DSP,Total Crude Steel,150.194
September 2005-06,DSP,Total Crude Steel,147.071
October 2005-06,DSP,Total Crude Steel,155.495
November 2005-06,DSP,Total Crude Steel,160.358
December 2005-06,DSP,Total Crude Steel,163.26
January 2005-06,DSP,Total Crude Steel,163.519
February 2005-06,DSP,Total Crude Steel,151.572
March 2005-06,DSP,Total Crude Steel,156.732
April 2004-05,DSP,Total Crude Steel,119.345
May 2004-05,DSP,Total Crude Steel,135.644
June 2004-05,DSP,Total Crude Steel,137.812
July 2004-05,DSP,Total Crude Steel,143.078
August 2004-05,DSP,Total Crude Steel,145.115
September 2004-05,DSP,Total Crude Steel,149.789
October 2004-05,DSP,Total Crude Steel,163.408
November 2004-05,DSP,Total Crude Steel,164.203
December 2004-05,DSP,Total Crude Steel,164.334
January 2004-05,DSP,Total Crude Steel,170.298
February 2004-05,DSP,Total Crude Steel,154.589
March 2004-05,DSP,Total Crude Steel,158.805
April 2003-04,DSP,Total Crude Steel,143.761
May 2003-04,DSP,Total Crude Steel,142.451
June 2003-04,DSP,Total Crude Steel,127.908
July 2003-04,DSP,Total Crude Steel,122.567
August 2003-04,DSP,Total Crude Steel,124.007
September 2003-04,DSP,Total Crude Steel,161.852
October 2003-04,DSP,Total Crude Steel,162.001
November 2003-04,DSP,Total Crude Steel,153.516
December 2003-04,DSP,Total Crude Steel,162.022
January 2003-04,DSP,Total Crude Steel,172.519
February 2003-04,DSP,Total Crude Steel,157.031
March 2003-04,DSP,Total Crude Steel,128.945
April 2002-03,DSP,Total Crude Steel,130.006
May 2002-03,DSP,Total Crude Steel,143.07
June 2002-03,DSP,Total Crude Steel,129.197
July 2002-03,DSP,Total Crude Steel,120.128
August 2002-03,DSP,Total Crude Steel,141.55
September 2002-03,DSP,Total Crude Steel,122.92
October 2002-03,DSP,Total Crude Steel,153.005
November 2002-03,DSP,Total Crude Steel,145.22
December 2002-03,DSP,Total Crude Steel,155.038
January 2002-03,DSP,Total Crude Steel,160.421
February 2002-03,DSP,Total Crude Steel,152.051
March 2002-03,DSP,Total Crude Steel,155.288
April 2001-02,DSP,Total Crude Steel,144.017
May 2001-02,DSP,Total Crude Steel,146.755
June 2001-02,DSP,Total Crude Steel,128.128
July 2001-02,DSP,Total Crude Steel,141.166
August 2001-02,DSP,Total Crude Steel,134.336
September 2001-02,DSP,Total Crude Steel,132.725
October 2001-02,DSP,Total Crude Steel,136.177
November 2001-02,DSP,Total Crude Steel,128.137
December 2001-02,DSP,Total Crude Steel,127.516
January 2001-02,DSP,Total Crude Steel,148.344
February 2001-02,DSP,Total Crude Steel,142.194
March 2001-02,DSP,Total Crude Steel,158.049
April 2000-01,DSP,Total Crude Steel,128.618
May 2000-01,DSP,Total Crude Steel,139.072
June 2000-01,DSP,Total Crude Steel,100.712
July 2000-01,DSP,Total Crude Steel,124.517
August 2000-01,DSP,Total Crude Steel,141.078
September 2000-01,DSP,Total Crude Steel,127.077
October 2000-01,DSP,Total Crude Steel,135.132
November 2000-01,DSP,Total Crude Steel,125.125
December 2000-01,DSP,Total Crude Steel,144.306
January 2000-01,DSP,Total Crude Steel,145.038
February 2000-01,DSP,Total Crude Steel,136.01
March 2000-01,DSP,Total Crude Steel,146.071
April 2025-26,RSP,Total Crude Steel,338.123
May 2025-26,RSP,Total Crude Steel,339.138
June 2025-26,RSP,Total Crude Steel,332.396
July 2025-26,RSP,Total Crude Steel,291.461
August 2025-26,RSP,Total Crude Steel,359.789
September 2025-26,RSP,Total Crude Steel,331.346
October 2025-26,RSP,Total Crude Steel,350.759
November 2025-26,RSP,Total Crude Steel,309.485
December 2025-26,RSP,Total Crude Steel,359.193
January 2025-26,RSP,Total Crude Steel,347.533
February 2025-26,RSP,Total Crude Steel,317.0
March 2025-26,RSP,Total Crude Steel,370.124
April 2024-25,RSP,Total Crude Steel,341.191
May 2024-25,RSP,Total Crude Steel,310.024
June 2024-25,RSP,Total Crude Steel,342.966
July 2024-25,RSP,Total Crude Steel,326.869
August 2024-25,RSP,Total Crude Steel,354.841
September 2024-25,RSP,Total Crude Steel,343.18600000000004
October 2024-25,RSP,Total Crude Steel,337.51800000000003
November 2024-25,RSP,Total Crude Steel,310.11199999999997
December 2024-25,RSP,Total Crude Steel,359.671
January 2024-25,RSP,Total Crude Steel,349.204
February 2024-25,RSP,Total Crude Steel,313.147
March 2024-25,RSP,Total Crude Steel,356.91
April 2023-24,RSP,Total Crude Steel,342.421
May 2023-24,RSP,Total Crude Steel,349.912
June 2023-24,RSP,Total Crude Steel,310.627
July 2023-24,RSP,Total Crude Steel,370.523
August 2023-24,RSP,Total Crude Steel,355.979
September 2023-24,RSP,Total Crude Steel,304.157
October 2023-24,RSP,Total Crude Steel,363.16
November 2023-24,RSP,Total Crude Steel,345.452
December 2023-24,RSP,Total Crude Steel,340.013
January 2023-24,RSP,Total Crude Steel,378.554
February 2023-24,RSP,Total Crude Steel,329.362
March 2023-24,RSP,Total Crude Steel,371.042
April 2022-23,RSP,Total Crude Steel,329.037
May 2022-23,RSP,Total Crude Steel,341.461
June 2022-23,RSP,Total Crude Steel,330.958
July 2022-23,RSP,Total Crude Steel,327.932
August 2022-23,RSP,Total Crude Steel,328.235
September 2022-23,RSP,Total Crude Steel,333.498
October 2022-23,RSP,Total Crude Steel,330.529
November 2022-23,RSP,Total Crude Steel,339.424
December 2022-23,RSP,Total Crude Steel,364.32
January 2022-23,RSP,Total Crude Steel,350.41200000000003
February 2022-23,RSP,Total Crude Steel,293.132
March 2022-23,RSP,Total Crude Steel,370.039
April 2021-22,RSP,Total Crude Steel,295.311
May 2021-22,RSP,Total Crude Steel,341.721
June 2021-22,RSP,Total Crude Steel,264.818
July 2021-22,RSP,Total Crude Steel,363.095
August 2021-22,RSP,Total Crude Steel,355.433
September 2021-22,RSP,Total Crude Steel,333.06
October 2021-22,RSP,Total Crude Steel,343.377
November 2021-22,RSP,Total Crude Steel,330.257
December 2021-22,RSP,Total Crude Steel,335.101
January 2021-22,RSP,Total Crude Steel,334.376
February 2021-22,RSP,Total Crude Steel,321.682
March 2021-22,RSP,Total Crude Steel,369.028
April 2020-21,RSP,Total Crude Steel,152.144
May 2020-21,RSP,Total Crude Steel,143.932
June 2020-21,RSP,Total Crude Steel,178.839
July 2020-21,RSP,Total Crude Steel,295.904
August 2020-21,RSP,Total Crude Steel,320.759
September 2020-21,RSP,Total Crude Steel,306.05
October 2020-21,RSP,Total Crude Steel,354.01
November 2020-21,RSP,Total Crude Steel,350.006
December 2020-21,RSP,Total Crude Steel,362.388
January 2020-21,RSP,Total Crude Steel,350.388
February 2020-21,RSP,Total Crude Steel,324.433
March 2020-21,RSP,Total Crude Steel,360.094
April 2019-20,RSP,Total Crude Steel,281.696
May 2019-20,RSP,Total Crude Steel,299.065
June 2019-20,RSP,Total Crude Steel,321.01
July 2019-20,RSP,Total Crude Steel,296.275
August 2019-20,RSP,Total Crude Steel,236.957
September 2019-20,RSP,Total Crude Steel,261.778
October 2019-20,RSP,Total Crude Steel,281.586
November 2019-20,RSP,Total Crude Steel,296.846
December 2019-20,RSP,Total Crude Steel,304.046
January 2019-20,RSP,Total Crude Steel,317.639
February 2019-20,RSP,Total Crude Steel,306.51
March 2019-20,RSP,Total Crude Steel,301.273
April 2018-19,RSP,Total Crude Steel,277.251
May 2018-19,RSP,Total Crude Steel,312.498
June 2018-19,RSP,Total Crude Steel,276.318
July 2018-19,RSP,Total Crude Steel,320.009
August 2018-19,RSP,Total Crude Steel,304.86
September 2018-19,RSP,Total Crude Steel,280.372
October 2018-19,RSP,Total Crude Steel,289.844
November 2018-19,RSP,Total Crude Steel,309.468
December 2018-19,RSP,Total Crude Steel,317.46
January 2018-19,RSP,Total Crude Steel,343.658
February 2018-19,RSP,Total Crude Steel,302.385
March 2018-19,RSP,Total Crude Steel,325.787
April 2017-18,RSP,Total Crude Steel,286.342
May 2017-18,RSP,Total Crude Steel,163.401
June 2017-18,RSP,Total Crude Steel,246.698
July 2017-18,RSP,Total Crude Steel,277.101
August 2017-18,RSP,Total Crude Steel,293.568
September 2017-18,RSP,Total Crude Steel,242.888
October 2017-18,RSP,Total Crude Steel,305.035
November 2017-18,RSP,Total Crude Steel,278.728
December 2017-18,RSP,Total Crude Steel,293.196
January 2017-18,RSP,Total Crude Steel,272.269
February 2017-18,RSP,Total Crude Steel,261.754
March 2017-18,RSP,Total Crude Steel,297.932
April 2016-17,RSP,Total Crude Steel,196.116
May 2016-17,RSP,Total Crude Steel,237.383
June 2016-17,RSP,Total Crude Steel,216.524
July 2016-17,RSP,Total Crude Steel,217.891
August 2016-17,RSP,Total Crude Steel,229.104
September 2016-17,RSP,Total Crude Steel,223.946
October 2016-17,RSP,Total Crude Steel,228.286
November 2016-17,RSP,Total Crude Steel,269.354
December 2016-17,RSP,Total Crude Steel,260.363
January 2016-17,RSP,Total Crude Steel,297.934
February 2016-17,RSP,Total Crude Steel,256.797
March 2016-17,RSP,Total Crude Steel,298.735
April 2015-16,RSP,Total Crude Steel,230.015
May 2015-16,RSP,Total Crude Steel,210.01
June 2015-16,RSP,Total Crude Steel,236.532
July 2015-16,RSP,Total Crude Steel,229.227
August 2015-16,RSP,Total Crude Steel,203.01
September 2015-16,RSP,Total Crude Steel,241.812
October 2015-16,RSP,Total Crude Steel,249.412
November 2015-16,RSP,Total Crude Steel,244.381
December 2015-16,RSP,Total Crude Steel,196.714
January 2015-16,RSP,Total Crude Steel,216.143
February 2015-16,RSP,Total Crude Steel,227.54
March 2015-16,RSP,Total Crude Steel,244.409
April 2014-15,RSP,Total Crude Steel,240.153
May 2014-15,RSP,Total Crude Steel,240.045
June 2014-15,RSP,Total Crude Steel,190.02
July 2014-15,RSP,Total Crude Steel,235.065
August 2014-15,RSP,Total Crude Steel,215.1
September 2014-15,RSP,Total Crude Steel,232.5
October 2014-15,RSP,Total Crude Steel,232.04
November 2014-15,RSP,Total Crude Steel,232.05
December 2014-15,RSP,Total Crude Steel,230.05
January 2014-15,RSP,Total Crude Steel,260.05
February 2014-15,RSP,Total Crude Steel,220.01
March 2014-15,RSP,Total Crude Steel,264.45
April 2013-14,RSP,Total Crude Steel,178.81
May 2013-14,RSP,Total Crude Steel,190.57
June 2013-14,RSP,Total Crude Steel,175.52
July 2013-14,RSP,Total Crude Steel,188.001
August 2013-14,RSP,Total Crude Steel,184.1
September 2013-14,RSP,Total Crude Steel,181.201
October 2013-14,RSP,Total Crude Steel,207.1
November 2013-14,RSP,Total Crude Steel,205.856
December 2013-14,RSP,Total Crude Steel,197.485
January 2013-14,RSP,Total Crude Steel,213.05
February 2013-14,RSP,Total Crude Steel,176.992
March 2013-14,RSP,Total Crude Steel,192.665
April 2012-13,RSP,Total Crude Steel,174.59
May 2012-13,RSP,Total Crude Steel,187.045
June 2012-13,RSP,Total Crude Steel,183.2
July 2012-13,RSP,Total Crude Steel,184.25
August 2012-13,RSP,Total Crude Steel,183.006
September 2012-13,RSP,Total Crude Steel,175.136
October 2012-13,RSP,Total Crude Steel,187.011
November 2012-13,RSP,Total Crude Steel,183.075
December 2012-13,RSP,Total Crude Steel,190.05
January 2012-13,RSP,Total Crude Steel,196.028
February 2012-13,RSP,Total Crude Steel,166.033
March 2012-13,RSP,Total Crude Steel,197.857
April 2011-12,RSP,Total Crude Steel,176.346
May 2011-12,RSP,Total Crude Steel,189.451
June 2011-12,RSP,Total Crude Steel,175.124
July 2011-12,RSP,Total Crude Steel,168.602
August 2011-12,RSP,Total Crude Steel,168.55
September 2011-12,RSP,Total Crude Steel,159.693
October 2011-12,RSP,Total Crude Steel,176.251
November 2011-12,RSP,Total Crude Steel,187.109
December 2011-12,RSP,Total Crude Steel,196.027
January 2011-12,RSP,Total Crude Steel,188.088
February 2011-12,RSP,Total Crude Steel,184.408
March 2011-12,RSP,Total Crude Steel,200.562
April 2010-11,RSP,Total Crude Steel,178.781
May 2010-11,RSP,Total Crude Steel,173.141
June 2010-11,RSP,Total Crude Steel,163.481
July 2010-11,RSP,Total Crude Steel,150.417
August 2010-11,RSP,Total Crude Steel,196.023
September 2010-11,RSP,Total Crude Steel,186.724
October 2010-11,RSP,Total Crude Steel,194.796
November 2010-11,RSP,Total Crude Steel,189.85
December 2010-11,RSP,Total Crude Steel,189.05
January 2010-11,RSP,Total Crude Steel,181.046
February 2010-11,RSP,Total Crude Steel,164.042
March 2010-11,RSP,Total Crude Steel,193.088
April 2009-10,RSP,Total Crude Steel,169.305
May 2009-10,RSP,Total Crude Steel,156.343
June 2009-10,RSP,Total Crude Steel,173.46
July 2009-10,RSP,Total Crude Steel,179.323
August 2009-10,RSP,Total Crude Steel,168.574
September 2009-10,RSP,Total Crude Steel,176.699
October 2009-10,RSP,Total Crude Steel,175.019
November 2009-10,RSP,Total Crude Steel,182.429
December 2009-10,RSP,Total Crude Steel,189.032
January 2009-10,RSP,Total Crude Steel,192.545
February 2009-10,RSP,Total Crude Steel,172.002
March 2009-10,RSP,Total Crude Steel,193.054
April 2008-09,RSP,Total Crude Steel,169.211
May 2008-09,RSP,Total Crude Steel,169.103
June 2008-09,RSP,Total Crude Steel,173.39
July 2008-09,RSP,Total Crude Steel,182.002
August 2008-09,RSP,Total Crude Steel,182.764
September 2008-09,RSP,Total Crude Steel,175.504
October 2008-09,RSP,Total Crude Steel,190.61
November 2008-09,RSP,Total Crude Steel,175.444
